Year,Month,Monthly_Anomaly,Monthly_Uncertainty,Annual_Anomaly,Annual_Uncertainty,Five_year_Anomaly,Five_year_Uncertainty,Ten_year_Anomaly,Ten_year_Uncertainty,Twenty_year_Anomaly,Twenty_year_Uncertainty
1864,6,0.123,0.618,-0.574,0.396,-0.534,0.276,-0.479,0.251,-0.44,0.194
1864,7,-0.02,0.71,-0.447,0.403,-0.499,0.268,-0.474,0.249,-0.442,0.193
1864,8,-0.275,0.599,-0.495,0.36,-0.48,0.271,-0.469,0.251,-0.441,0.194
1864,9,-0.695,0.478,-0.562,0.328,-0.475,0.263,-0.459,0.249,-0.438,0.194
1864,10,-0.659,0.598,-0.584,0.289,-0.456,0.25,-0.458,0.25,-0.442,0.193
1864,11,-0.953,0.771,-0.597,0.276,-0.463,0.253,-0.46,0.253,-0.442,0.191
1864,12,-1.702,0.693,-0.623,0.275,-0.455,0.251,-0.464,0.255,-0.444,0.19
1865,1,0.439,0.935,-0.625,0.273,-0.448,0.256,-0.463,0.257,-0.45,0.189
1865,2,-0.981,0.726,-0.608,0.28,-0.44,0.254,-0.468,0.26,-0.453,0.189
1865,3,-1.222,0.636,-0.562,0.294,-0.426,0.256,-0.458,0.255,-0.455,0.189
1865,4,-1.015,0.642,-0.526,0.295,-0.408,0.259,-0.458,0.254,-0.459,0.188
1865,5,-0.2,0.446,-0.43,0.303,-0.368,0.253,-0.457,0.258,-0.461,0.188
1865,6,-0.194,0.494,-0.375,0.323,-0.33,0.253,-0.453,0.257,-0.46,0.188
1865,7,-0.04,0.59,-0.379,0.319,-0.354,0.254,-0.449,0.254,-0.457,0.188
1865,8,-0.077,0.541,-0.373,0.34,-0.383,0.263,-0.451,0.252,-0.457,0.188
1865,9,-0.147,0.511,-0.336,0.383,-0.388,0.262,-0.449,0.251,-0.457,0.188
1865,10,-0.227,0.493,-0.293,0.399,-0.387,0.265,-0.449,0.247,-0.456,0.188
1865,11,0.206,0.555,-0.308,0.405,-0.39,0.266,-0.444,0.25,-0.459,0.19
1865,12,-1.048,0.765,-0.333,0.379,-0.387,0.264,-0.439,0.252,-0.457,0.191
1866,1,0.394,0.928,-0.293,0.383,-0.373,0.261,-0.433,0.252,-0.461,0.191
1866,2,-0.904,1.085,-0.309,0.357,-0.364,0.256,-0.439,0.251,-0.458,0.193
1866,3,-0.775,1.096,-0.33,0.344,-0.359,0.252,-0.436,0.247,-0.457,0.191
1866,4,-0.499,0.793,-0.373,0.355,-0.338,0.259,-0.428,0.245,-0.455,0.191
1866,5,-0.388,0.553,-0.381,0.348,-0.346,0.255,-0.426,0.242,-0.455,0.191
1866,6,-0.487,0.485,-0.253,0.319,-0.339,0.249,-0.425,0.244,-0.456,0.19
1866,7,0.437,0.377,-0.298,0.325,-0.328,0.255,-0.423,0.243,-0.456,0.189
1866,8,-0.271,0.498,-0.262,0.324,-0.314,0.256,-0.422,0.24,-0.453,0.188
1866,9,-0.396,0.471,-0.254,0.286,-0.321,0.255,-0.421,0.238,-0.45,0.188
1866,10,-0.751,0.464,-0.222,0.256,-0.316,0.244,-0.415,0.237,-0.446,0.188
1866,11,0.113,0.529,-0.253,0.253,-0.314,0.242,-0.425,0.24,-0.447,0.189
1866,12,0.485,0.653,-0.212,0.257,-0.312,0.24,-0.427,0.244,-0.453,0.189
1867,1,-0.139,0.987,-0.24,0.274,-0.307,0.237,-0.418,0.238,-0.452,0.192
1867,2,-0.478,1.028,-0.219,0.286,-0.299,0.237,-0.412,0.238,-0.449,0.193
1867,3,-0.671,0.666,-0.192,0.283,-0.28,0.24,-0.407,0.231,-0.445,0.192
1867,4,-0.12,0.45,-0.133,0.286,-0.275,0.244,-0.401,0.227,-0.441,0.191
1867,5,-0.763,0.468,-0.053,0.281,-0.263,0.251,-0.397,0.227,-0.435,0.19
1867,6,0.013,0.32,-0.092,0.303,-0.252,0.253,-0.395,0.226,-0.431,0.189
1867,7,0.1,0.61,-0.155,0.303,-0.269,0.254,-0.392,0.225,-0.428,0.188
1867,8,-0.023,0.516,-0.229,0.302,-0.274,0.258,-0.386,0.225,-0.424,0.186
1867,9,-0.065,0.418,-0.228,0.309,-0.264,0.254,-0.38,0.226,-0.42,0.186
1867,10,-0.043,0.503,-0.234,0.338,-0.256,0.254,-0.372,0.225,-0.416,0.186
1867,11,1.07,0.744,-0.169,0.341,-0.251,0.256,-0.369,0.224,-0.412,0.185
1867,12,0.01,0.807,-0.176,0.34,-0.24,0.251,-0.362,0.223,-0.415,0.185
1868,1,-0.885,0.792,-0.151,0.314,-0.233,0.249,-0.374,0.224,-0.419,0.187
1868,2,-1.365,0.909,-0.146,0.316,-0.235,0.246,-0.377,0.227,-0.411,0.187
1868,3,-0.662,0.81,-0.185,0.317,-0.232,0.243,-0.377,0.222,-0.403,0.187
1868,4,-0.19,0.665,-0.183,0.328,-0.238,0.243,-0.384,0.222,-0.4,0.185
1868,5,0.011,0.527,-0.353,0.305,-0.248,0.245,-0.388,0.222,-0.4,0.183
1868,6,-0.07,0.353,-0.398,0.312,-0.259,0.242,-0.386,0.222,-0.397,0.183
1868,7,0.402,0.391,-0.363,0.325,-0.29,0.243,-0.382,0.219,-0.394,0.183
1868,8,0.035,0.349,-0.21,0.364,-0.301,0.248,-0.378,0.217,-0.39,0.182
1868,9,-0.537,0.448,-0.228,0.383,-0.295,0.244,-0.375,0.214,-0.386,0.181
1868,10,-0.021,0.723,-0.249,0.352,-0.284,0.241,-0.367,0.213,-0.385,0.181
1868,11,-0.965,0.514,-0.244,0.357,-0.285,0.236,-0.366,0.21,-0.383,0.181
1868,12,-0.531,0.881,-0.218,0.374,-0.28,0.234,-0.359,0.204,-0.38,0.182
1869,1,-0.463,0.953,-0.229,0.374,-0.286,0.234,-0.349,0.204,-0.379,0.181
1869,2,0.471,1.083,-0.211,0.393,-0.279,0.236,-0.345,0.197,-0.379,0.181
1869,3,-0.877,0.873,-0.133,0.388,-0.28,0.233,-0.35,0.194,-0.378,0.18
1869,4,-0.447,0.531,-0.158,0.366,-0.272,0.231,-0.345,0.189,-0.382,0.18
1869,5,0.077,0.474,-0.097,0.386,-0.295,0.234,-0.341,0.186,-0.384,0.179
1869,6,0.239,0.436,-0.138,0.367,-0.32,0.24,-0.341,0.184,-0.384,0.179
1869,7,0.268,0.369,-0.152,0.362,-0.337,0.237,-0.341,0.182,-0.383,0.178
1869,8,0.255,0.407,-0.294,0.333,-0.344,0.235,-0.338,0.182,-0.383,0.177
1869,9,0.394,0.452,-0.276,0.287,-0.339,0.23,-0.331,0.184,-0.382,0.176
1869,10,-0.316,0.46,-0.28,0.294,-0.345,0.233,-0.327,0.184,-0.38,0.176
1869,11,-0.229,0.526,-0.279,0.297,-0.331,0.229,-0.321,0.185,-0.382,0.177
1869,12,-1.031,0.665,-0.262,0.283,-0.335,0.23,-0.31,0.185,-0.386,0.176
1870,1,-0.625,0.818,-0.253,0.277,-0.335,0.22,-0.324,0.183,-0.385,0.176
1870,2,-1.236,0.752,-0.29,0.268,-0.332,0.223,-0.322,0.183,-0.388,0.176
1870,3,-0.656,0.544,-0.32,0.272,-0.333,0.223,-0.32,0.183,-0.383,0.176
1870,4,-0.503,0.431,-0.343,0.256,-0.337,0.218,-0.318,0.183,-0.385,0.175
1870,5,0.092,0.413,-0.357,0.255,-0.37,0.218,-0.32,0.182,-0.385,0.176
1870,6,0.446,0.671,-0.415,0.244,-0.394,0.214,-0.318,0.182,-0.386,0.176
1870,7,0.375,0.421,-0.482,0.242,-0.394,0.214,-0.317,0.181,-0.386,0.175
1870,8,-0.194,0.375,-0.51,0.244,-0.37,0.212,-0.319,0.179,-0.387,0.173
1870,9,0.036,0.395,-0.488,0.274,-0.366,0.206,-0.324,0.177,-0.389,0.172
1870,10,-0.587,0.546,-0.437,0.277,-0.38,0.202,-0.328,0.178,-0.388,0.17
1870,11,-0.404,0.614,-0.48,0.267,-0.386,0.201,-0.342,0.178,-0.385,0.169
1870,12,-1.726,0.569,-0.534,0.265,-0.385,0.202,-0.342,0.177,-0.378,0.17
1871,1,-1.426,0.731,-0.557,0.264,-0.39,0.2,-0.351,0.176,-0.369,0.169
1871,2,-1.573,0.926,-0.53,0.259,-0.391,0.199,-0.346,0.176,-0.368,0.168
1871,3,-0.389,0.861,-0.571,0.259,-0.392,0.198,-0.343,0.172,-0.365,0.166
1871,4,0.107,0.485,-0.543,0.263,-0.396,0.191,-0.339,0.17,-0.361,0.165
1871,5,-0.43,0.392,-0.613,0.268,-0.385,0.187,-0.341,0.168,-0.358,0.163
1871,6,-0.202,0.385,-0.558,0.27,-0.379,0.184,-0.337,0.167,-0.359,0.164
1871,7,0.101,0.48,-0.535,0.262,-0.37,0.18,-0.34,0.167,-0.358,0.164
1871,8,0.133,0.457,-0.477,0.267,-0.377,0.17,-0.34,0.167,-0.358,0.162
1871,9,-0.453,0.443,-0.476,0.273,-0.379,0.166,-0.339,0.165,-0.357,0.161
1871,10,-0.256,0.418,-0.524,0.273,-0.375,0.164,-0.335,0.166,-0.355,0.161
1871,11,-1.246,0.748,-0.482,0.28,-0.367,0.159,-0.344,0.166,-0.358,0.161
1871,12,-1.06,0.65,-0.487,0.291,-0.37,0.157,-0.363,0.168,-0.357,0.162
1872,1,-1.148,0.859,-0.485,0.278,-0.375,0.157,-0.365,0.168,-0.346,0.16
1872,2,-0.88,0.723,-0.481,0.275,-0.378,0.156,-0.364,0.169,-0.338,0.159
1872,3,-0.373,0.639,-0.455,0.271,-0.381,0.157,-0.357,0.167,-0.335,0.158
1872,4,-0.477,0.56,-0.456,0.28,-0.378,0.155,-0.36,0.168,-0.332,0.155
1872,5,0.073,0.49,-0.429,0.271,-0.379,0.153,-0.353,0.166,-0.332,0.155
1872,6,-0.252,0.544,-0.459,0.283,-0.369,0.154,-0.353,0.165,-0.331,0.154
1872,7,0.123,0.584,-0.437,0.287,-0.379,0.153,-0.352,0.162,-0.332,0.154
1872,8,0.174,0.424,-0.361,0.274,-0.371,0.151,-0.348,0.161,-0.33,0.153
1872,9,-0.141,0.412,-0.363,0.277,-0.375,0.154,-0.346,0.161,-0.328,0.153
1872,10,-0.261,0.521,-0.408,0.274,-0.381,0.156,-0.347,0.161,-0.327,0.153
1872,11,-0.926,0.452,-0.442,0.275,-0.389,0.155,-0.353,0.16,-0.326,0.152
1872,12,-1.425,0.601,-0.426,0.266,-0.395,0.158,-0.361,0.159,-0.324,0.152
1873,1,-0.883,0.785,-0.427,0.261,-0.402,0.157,-0.361,0.159,-0.331,0.152
1873,2,0.04,0.781,-0.444,0.252,-0.404,0.157,-0.343,0.16,-0.338,0.152
1873,3,-0.398,0.502,-0.483,0.253,-0.416,0.155,-0.323,0.157,-0.337,0.151
1873,4,-1.016,0.534,-0.478,0.253,-0.418,0.155,-0.316,0.155,-0.338,0.15
1873,5,-0.344,0.427,-0.428,0.252,-0.437,0.157,-0.317,0.152,-0.34,0.15
1873,6,-0.054,0.448,-0.324,0.256,-0.425,0.158,-0.311,0.153,-0.339,0.149
1873,7,0.104,0.457,-0.245,0.232,-0.412,0.155,-0.31,0.153,-0.339,0.148
1873,8,-0.022,0.332,-0.242,0.222,-0.392,0.156,-0.306,0.152,-0.339,0.147
1873,9,-0.611,0.452,-0.294,0.209,-0.391,0.153,-0.3,0.15,-0.337,0.145
1873,10,-0.207,0.371,-0.224,0.191,-0.394,0.155,-0.301,0.146,-0.334,0.145
1873,11,-0.316,0.59,-0.153,0.167,-0.396,0.154,-0.289,0.146,-0.336,0.145
1873,12,-0.18,0.502,-0.141,0.174,-0.394,0.152,-0.287,0.145,-0.334,0.143
1874,1,0.058,0.567,-0.154,0.169,-0.395,0.15,-0.286,0.142,-0.331,0.143
1874,2,0.08,0.524,-0.143,0.176,-0.4,0.147,-0.293,0.139,-0.331,0.141
1874,3,-1.021,0.472,-0.076,0.195,-0.397,0.145,-0.286,0.136,-0.335,0.139
1874,4,-0.172,0.45,-0.071,0.194,-0.399,0.146,-0.286,0.134,-0.337,0.137
1874,5,0.5,0.538,-0.069,0.205,-0.394,0.147,-0.288,0.133,-0.341,0.137
1874,6,0.097,0.418,-0.089,0.21,-0.406,0.147,-0.29,0.132,-0.345,0.136
1874,7,-0.049,0.268,-0.195,0.204,-0.394,0.155,-0.292,0.132,-0.347,0.136
1874,8,0.1,0.466,-0.268,0.202,-0.384,0.158,-0.298,0.13,-0.349,0.136
1874,9,0.203,0.457,-0.257,0.21,-0.375,0.159,-0.305,0.129,-0.349,0.136
1874,10,-0.157,0.387,-0.311,0.217,-0.374,0.157,-0.301,0.128,-0.35,0.135
1874,11,-0.288,0.447,-0.385,0.215,-0.376,0.156,-0.304,0.127,-0.349,0.135
1874,12,-0.418,0.439,-0.388,0.221,-0.371,0.15,-0.307,0.125,-0.345,0.135
1875,1,-1.212,0.545,-0.385,0.223,-0.368,0.148,-0.308,0.126,-0.353,0.134
1875,2,-0.794,0.616,-0.421,0.204,-0.365,0.144,-0.308,0.126,-0.353,0.134
1875,3,-0.887,0.508,-0.496,0.188,-0.359,0.145,-0.308,0.127,-0.348,0.133
1875,4,-0.828,0.463,-0.542,0.186,-0.357,0.145,-0.311,0.127,-0.347,0.132
1875,5,-0.383,0.354,-0.645,0.203,-0.337,0.143,-0.313,0.127,-0.35,0.131
1875,6,0.057,0.489,-0.695,0.215,-0.329,0.145,-0.318,0.127,-0.351,0.13
1875,7,-0.009,0.264,-0.649,0.215,-0.328,0.145,-0.323,0.128,-0.352,0.129
1875,8,-0.333,0.303,-0.613,0.233,-0.315,0.148,-0.323,0.126,-0.354,0.127
1875,9,-0.704,0.352,-0.569,0.212,-0.28,0.147,-0.328,0.125,-0.356,0.127
1875,10,-0.706,0.361,-0.503,0.208,-0.253,0.147,-0.328,0.125,-0.358,0.127
1875,11,-1.519,0.614,-0.518,0.212,-0.249,0.144,-0.326,0.124,-0.362,0.127
1875,12,-1.022,0.56,-0.528,0.192,-0.237,0.146,-0.317,0.125,-0.358,0.127
1876,1,-0.659,0.519,-0.522,0.201,-0.23,0.148,-0.305,0.125,-0.365,0.127
1876,2,-0.361,0.502,-0.512,0.199,-0.221,0.148,-0.297,0.126,-0.367,0.126
1876,3,-0.355,0.464,-0.475,0.197,-0.208,0.146,-0.294,0.126,-0.368,0.124
1876,4,-0.04,0.47,-0.445,0.198,-0.206,0.145,-0.294,0.127,-0.367,0.123
1876,5,-0.562,0.385,-0.397,0.218,-0.193,0.148,-0.29,0.126,-0.367,0.122
1876,6,-0.062,0.312,-0.461,0.212,-0.196,0.149,-0.293,0.128,-0.368,0.121
1876,7,0.055,0.315,-0.443,0.231,-0.201,0.145,-0.293,0.129,-0.369,0.121
1876,8,-0.207,0.364,-0.435,0.234,-0.209,0.149,-0.293,0.129,-0.37,0.122
1876,9,-0.262,0.271,-0.395,0.227,-0.192,0.149,-0.293,0.129,-0.37,0.121
1876,10,-0.344,0.341,-0.426,0.213,-0.198,0.146,-0.295,0.13,-0.37,0.121
1876,11,-0.949,0.562,-0.379,0.198,-0.209,0.146,-0.291,0.131,-0.374,0.121
1876,12,-1.789,0.437,-0.375,0.198,-0.21,0.145,-0.288,0.133,-0.376,0.121
1877,1,-0.435,0.674,-0.354,0.197,-0.209,0.147,-0.273,0.133,-0.383,0.121
1877,2,-0.275,0.568,-0.305,0.207,-0.218,0.145,-0.264,0.134,-0.386,0.121
1877,3,0.127,0.357,-0.267,0.229,-0.229,0.142,-0.262,0.138,-0.385,0.121
1877,4,-0.409,0.338,-0.248,0.235,-0.224,0.142,-0.263,0.137,-0.386,0.121
1877,5,-0.003,0.387,-0.145,0.229,-0.229,0.143,-0.266,0.137,-0.384,0.121
1877,6,-0.008,0.383,-0.076,0.241,-0.244,0.142,-0.268,0.137,-0.386,0.121
1877,7,0.301,0.314,-0.108,0.246,-0.237,0.144,-0.273,0.136,-0.387,0.119
1877,8,0.389,0.391,-0.017,0.256,-0.245,0.147,-0.275,0.135,-0.391,0.119
1877,9,0.188,0.53,0.112,0.262,-0.242,0.149,-0.276,0.134,-0.391,0.118
1877,10,-0.108,0.417,0.198,0.26,-0.242,0.15,-0.282,0.134,-0.394,0.116
1877,11,0.283,0.52,0.191,0.257,-0.238,0.152,-0.284,0.134,-0.4,0.116
1877,12,-0.966,0.658,0.245,0.255,-0.241,0.154,-0.285,0.135,-0.403,0.116
1878,1,-0.808,0.561,0.267,0.257,-0.244,0.158,-0.287,0.135,-0.403,0.116
1878,2,0.812,0.52,0.277,0.253,-0.242,0.16,-0.299,0.135,-0.402,0.116
1878,3,1.676,0.433,0.276,0.239,-0.239,0.161,-0.296,0.136,-0.402,0.115
1878,4,0.618,0.348,0.275,0.239,-0.237,0.162,-0.293,0.136,-0.403,0.113
1878,5,-0.087,0.404,0.291,0.238,-0.215,0.169,-0.293,0.135,-0.405,0.113
1878,6,0.648,0.376,0.343,0.214,-0.209,0.167,-0.293,0.134,-0.407,0.111
1878,7,0.564,0.287,0.388,0.224,-0.199,0.171,-0.296,0.133,-0.408,0.111
1878,8,0.5,0.314,0.288,0.221,-0.201,0.171,-0.3,0.133,-0.41,0.111
1878,9,0.177,0.438,0.146,0.206,-0.197,0.173,-0.299,0.132,-0.409,0.11
1878,10,-0.112,0.432,0.054,0.21,-0.193,0.174,-0.3,0.132,-0.41,0.109
1878,11,0.469,0.46,0.047,0.207,-0.184,0.172,-0.307,0.131,-0.407,0.109
1878,12,-0.339,0.385,-0.005,0.198,-0.192,0.173,-0.309,0.132,-0.407,0.109
1879,1,-0.272,0.718,-0.052,0.197,-0.192,0.175,-0.312,0.131,-0.409,0.108
1879,2,-0.391,0.461,-0.13,0.2,-0.186,0.175,-0.318,0.131,-0.408,0.107
1879,3,-0.024,0.416,-0.183,0.203,-0.188,0.178,-0.321,0.131,-0.404,0.106
1879,4,-0.479,0.341,-0.163,0.207,-0.191,0.179,-0.329,0.132,-0.401,0.105
1879,5,-0.175,0.386,-0.247,0.185,-0.188,0.178,-0.341,0.134,-0.401,0.104
1879,6,0.019,0.425,-0.33,0.174,-0.17,0.179,-0.348,0.134,-0.402,0.103
1879,7,0.007,0.315,-0.373,0.187,-0.153,0.18,-0.352,0.135,-0.403,0.102
1879,8,-0.437,0.377,-0.446,0.182,-0.145,0.181,-0.359,0.137,-0.406,0.102
1879,9,-0.458,0.389,-0.502,0.183,-0.149,0.186,-0.367,0.135,-0.409,0.101
1879,10,0.125,0.41,-0.532,0.202,-0.152,0.185,-0.373,0.134,-0.41,0.101
1879,11,-0.543,0.397,-0.528,0.23,-0.157,0.186,-0.378,0.135,-0.414,0.1
1879,12,-1.335,0.605,-0.543,0.24,-0.164,0.186,-0.38,0.136,-0.413,0.1
1880,1,-0.788,0.558,-0.559,0.247,-0.177,0.184,-0.383,0.135,-0.413,0.1
1880,2,-1.26,0.637,-0.54,0.275,-0.185,0.182,-0.383,0.135,-0.411,0.1
1880,3,-0.701,0.734,-0.547,0.294,-0.193,0.178,-0.377,0.136,-0.412,0.1
1880,4,-0.839,0.503,-0.605,0.334,-0.207,0.178,-0.377,0.135,-0.412,0.1
1880,5,-0.128,0.462,-0.577,0.347,-0.23,0.175,-0.379,0.135,-0.415,0.099
1880,6,-0.164,0.42,-0.518,0.342,-0.241,0.167,-0.385,0.133,-0.419,0.098
1880,7,-0.177,0.408,-0.457,0.362,-0.247,0.168,-0.386,0.133,-0.421,0.097
1880,8,-0.206,0.656,-0.395,0.341,-0.283,0.167,-0.388,0.131,-0.422,0.097
1880,9,-0.546,0.411,-0.344,0.321,-0.312,0.169,-0.388,0.131,-0.425,0.096
1880,10,-0.57,0.486,-0.261,0.302,-0.332,0.167,-0.388,0.131,-0.422,0.096
1880,11,-0.212,0.517,-0.25,0.303,-0.337,0.166,-0.381,0.133,-0.425,0.097
1880,12,-0.628,0.437,-0.28,0.306,-0.348,0.168,-0.373,0.134,-0.421,0.098
1881,1,-0.057,0.684,-0.26,0.32,-0.362,0.166,-0.378,0.135,-0.418,0.098
1881,2,-0.514,0.511,-0.234,0.299,-0.378,0.169,-0.388,0.135,-0.417,0.099
1881,3,-0.084,0.494,-0.219,0.307,-0.391,0.167,-0.393,0.134,-0.417,0.098
1881,4,0.15,0.467,-0.217,0.301,-0.394,0.166,-0.395,0.133,-0.42,0.098
1881,5,0.013,0.587,-0.263,0.296,-0.421,0.166,-0.394,0.131,-0.42,0.098
1881,6,-0.534,0.399,-0.266,0.3,-0.422,0.168,-0.398,0.13,-0.421,0.098
1881,7,0.067,0.41,-0.215,0.271,-0.423,0.167,-0.398,0.129,-0.422,0.098
1881,8,0.107,0.384,-0.155,0.277,-0.426,0.168,-0.4,0.129,-0.424,0.099
1881,9,-0.363,0.335,-0.158,0.282,-0.449,0.171,-0.401,0.129,-0.422,0.099
1881,10,-0.544,0.399,-0.221,0.274,-0.46,0.174,-0.405,0.128,-0.424,0.099
1881,11,-0.765,0.427,-0.247,0.256,-0.473,0.178,-0.404,0.127,-0.423,0.099
1881,12,-0.672,0.509,-0.235,0.239,-0.486,0.18,-0.389,0.125,-0.418,0.099
1882,1,0.56,0.433,-0.281,0.221,-0.495,0.182,-0.401,0.125,-0.416,0.099
1882,2,0.202,0.497,-0.3,0.215,-0.5,0.187,-0.407,0.125,-0.413,0.1
1882,3,-0.117,0.587,-0.291,0.206,-0.505,0.19,-0.413,0.126,-0.416,0.1
1882,4,-0.605,0.357,-0.327,0.202,-0.521,0.192,-0.413,0.124,-0.417,0.101
1882,5,-0.293,0.4,-0.355,0.192,-0.527,0.19,-0.415,0.126,-0.419,0.101
1882,6,-0.395,0.311,-0.435,0.188,-0.515,0.19,-0.419,0.127,-0.418,0.101
1882,7,-0.487,0.246,-0.577,0.217,-0.528,0.189,-0.423,0.126,-0.419,0.101
1882,8,-0.115,0.384,-0.704,0.207,-0.521,0.182,-0.433,0.124,-0.422,0.1
1882,9,-0.257,0.26,-0.7,0.189,-0.512,0.173,-0.436,0.122,-0.422,0.1
1882,10,-0.973,0.287,-0.701,0.176,-0.512,0.168,-0.441,0.122,-0.421,0.1
1882,11,-1.107,0.335,-0.706,0.162,-0.521,0.165,-0.446,0.121,-0.422,0.101
1882,12,-1.635,0.43,-0.678,0.163,-0.528,0.16,-0.445,0.118,-0.42,0.102
1883,1,-1.136,0.509,-0.657,0.161,-0.529,0.159,-0.445,0.119,-0.426,0.101
1883,2,-1.329,0.432,-0.688,0.157,-0.534,0.154,-0.461,0.119,-0.433,0.101
1883,3,-0.072,0.364,-0.716,0.146,-0.537,0.156,-0.481,0.119,-0.431,0.101
1883,4,-0.612,0.213,-0.659,0.139,-0.538,0.154,-0.491,0.118,-0.428,0.101
1883,5,-0.351,0.225,-0.662,0.135,-0.548,0.151,-0.494,0.118,-0.428,0.1
1883,6,-0.055,0.28,-0.561,0.142,-0.537,0.15,-0.502,0.118,-0.428,0.1
1883,7,-0.247,0.258,-0.495,0.133,-0.558,0.15,-0.507,0.118,-0.428,0.1
1883,8,-0.479,0.251,-0.43,0.134,-0.574,0.151,-0.513,0.12,-0.429,0.1
1883,9,-0.596,0.267,-0.538,0.13,-0.589,0.148,-0.518,0.12,-0.427,0.099
1883,10,-0.289,0.296,-0.584,0.134,-0.597,0.144,-0.518,0.12,-0.427,0.098
1883,11,-1.148,0.292,-0.635,0.136,-0.605,0.137,-0.525,0.122,-0.426,0.098
1883,12,-0.42,0.35,-0.693,0.138,-0.604,0.13,-0.527,0.123,-0.428,0.098
1884,1,-0.343,0.424,-0.719,0.148,-0.605,0.128,-0.531,0.122,-0.432,0.098
1884,2,-0.547,0.402,-0.737,0.154,-0.613,0.126,-0.524,0.122,-0.432,0.097
1884,3,-1.372,0.382,-0.753,0.163,-0.615,0.126,-0.522,0.124,-0.428,0.097
1884,4,-1.163,0.248,-0.796,0.152,-0.618,0.125,-0.515,0.125,-0.429,0.097
1884,5,-0.962,0.249,-0.778,0.158,-0.62,0.121,-0.515,0.126,-0.432,0.099
1884,6,-0.751,0.396,-0.794,0.169,-0.608,0.116,-0.515,0.126,-0.434,0.099
1884,7,-0.553,0.355,-0.896,0.169,-0.65,0.122,-0.515,0.126,-0.434,0.099
1884,8,-0.694,0.302,-0.918,0.164,-0.669,0.122,-0.513,0.127,-0.435,0.099
1884,9,-0.791,0.283,-0.821,0.147,-0.676,0.116,-0.513,0.13,-0.437,0.099
1884,10,-0.805,0.25,-0.79,0.142,-0.673,0.114,-0.52,0.132,-0.437,0.099
1884,11,-0.932,0.354,-0.769,0.151,-0.672,0.114,-0.525,0.131,-0.439,0.1
1884,12,-0.616,0.404,-0.754,0.144,-0.674,0.115,-0.519,0.129,-0.439,0.1
1885,1,-1.572,0.525,-0.726,0.153,-0.669,0.115,-0.519,0.13,-0.439,0.099
1885,2,-0.807,0.445,-0.713,0.158,-0.681,0.111,-0.513,0.128,-0.44,0.099
1885,3,-0.201,0.417,-0.704,0.161,-0.68,0.111,-0.515,0.125,-0.439,0.1
1885,4,-0.797,0.273,-0.693,0.171,-0.674,0.109,-0.512,0.122,-0.435,0.101
1885,5,-0.709,0.399,-0.68,0.168,-0.662,0.109,-0.517,0.122,-0.435,0.101
1885,6,-0.576,0.289,-0.628,0.164,-0.648,0.109,-0.52,0.121,-0.436,0.102
1885,7,-0.214,0.296,-0.608,0.166,-0.642,0.108,-0.52,0.121,-0.437,0.102
1885,8,-0.535,0.32,-0.664,0.167,-0.639,0.109,-0.522,0.119,-0.437,0.101
1885,9,-0.688,0.351,-0.728,0.193,-0.65,0.107,-0.521,0.119,-0.435,0.101
1885,10,-0.667,0.399,-0.69,0.197,-0.649,0.108,-0.517,0.119,-0.433,0.101
1885,11,-0.774,0.285,-0.667,0.179,-0.65,0.107,-0.524,0.117,-0.427,0.101
1885,12,-0.0,0.365,-0.661,0.171,-0.657,0.105,-0.525,0.118,-0.424,0.101
1886,1,-1.325,0.52,-0.639,0.176,-0.652,0.108,-0.531,0.116,-0.422,0.101
1886,2,-1.483,0.437,-0.63,0.179,-0.649,0.109,-0.538,0.116,-0.422,0.101
1886,3,-0.973,0.377,-0.611,0.172,-0.644,0.113,-0.539,0.117,-0.425,0.101
1886,4,-0.333,0.245,-0.615,0.168,-0.643,0.115,-0.546,0.115,-0.43,0.101
1886,5,-0.439,0.229,-0.623,0.168,-0.629,0.119,-0.549,0.113,-0.429,0.101
1886,6,-0.504,0.31,-0.622,0.151,-0.631,0.12,-0.549,0.111,-0.428,0.1
1886,7,0.048,0.307,-0.673,0.143,-0.639,0.118,-0.551,0.109,-0.428,0.1
1886,8,-0.422,0.225,-0.631,0.149,-0.622,0.117,-0.554,0.108,-0.428,0.099
1886,9,-0.458,0.305,-0.592,0.145,-0.596,0.116,-0.552,0.107,-0.428,0.098
1886,10,-0.719,0.328,-0.601,0.148,-0.571,0.114,-0.553,0.107,-0.426,0.098
1886,11,-0.864,0.288,-0.584,0.152,-0.556,0.114,-0.555,0.106,-0.425,0.097
1886,12,0.005,0.358,-0.584,0.158,-0.543,0.111,-0.548,0.106,-0.42,0.097
1887,1,-1.939,0.458,-0.601,0.157,-0.534,0.111,-0.558,0.108,-0.421,0.096
1887,2,-0.971,0.422,-0.637,0.147,-0.527,0.11,-0.562,0.107,-0.423,0.096
1887,3,-0.503,0.284,-0.616,0.144,-0.521,0.11,-0.569,0.104,-0.428,0.096
1887,4,-0.449,0.244,-0.608,0.139,-0.519,0.111,-0.57,0.102,-0.426,0.096
1887,5,-0.23,0.371,-0.568,0.151,-0.523,0.11,-0.571,0.101,-0.425,0.097
1887,6,-0.505,0.371,-0.636,0.162,-0.524,0.106,-0.567,0.101,-0.425,0.097
1887,7,-0.157,0.249,-0.54,0.15,-0.51,0.106,-0.566,0.1,-0.426,0.096
1887,8,-0.855,0.361,-0.551,0.144,-0.506,0.107,-0.568,0.099,-0.428,0.095
